"","Player","totals.Rk","totals.Pos","totals.Age","totals.Tm","totals.G","totals.GS","totals.MP","totals.FG","totals.FGA","totals.FG.","totals.3P","totals.3PA","totals.3P.","totals.2P","totals.2PA","totals.2P.","totals.FT","totals.FTA","totals.FT.","totals.ORB","totals.DRB","totals.TRB","totals.AST","totals.STL","totals.BLK","totals.TOV","totals.PF","totals.PTS","advanced.PER","advanced.TS.","advanced.eFG.","advanced.FTr","advanced.3PAr","advanced.ORB.","advanced.DRB.","advanced.TRB.","advanced.AST.","advanced.STL.","advanced.BLK.","advanced.TOV.","advanced.USG.","advanced.ORtg","advanced.DRtg","advanced.OWS","advanced.DWS","advanced.WS","advanced.WS.48","First","Pts.Won"
"11","Alton Lister","224","C",39,"POR",7,0,44,3,8,0.375,0,0,NA,3,8,0.375,0,0,NA,2,9,11,1,1,1,2,12,6,2.4,0.375,0.375,0,0,5.5,23,14.5,3.4,1.2,1.7,20,10.3,76,100,-0.1,0.1,0,0.021,0,0
"12","Alvin Williams","418","SG",23,"TOT",54,13,1071,125,282,0.443,9,28,0.321,116,254,0.457,65,90,0.722,24,57,81,103,38,3,58,79,324,10.3,0.504,0.459,0.319,0.099,2.6,6,4.4,15.7,1.9,0.2,15.3,16,102,108,0.5,0.8,1.3,0.059,0,0
"13","Andrew DeClercq","99","C",24,"BOS",81,49,1523,169,340,0.497,0,1,0,169,339,0.499,101,168,0.601,180,212,392,59,85,49,84,277,439,13.2,0.53,0.497,0.494,0.003,12.8,18,15.2,5.9,2.9,2.5,16.9,14.1,106,102,1.4,2.1,3.4,0.108,0,0
"14","Andrew Lang","217","C",31,"MIL",57,0,692,54,143,0.378,0,1,0,54,142,0.38,44,57,0.772,56,97,153,16,18,27,33,101,152,8.5,0.452,0.378,0.399,0.007,9.8,17.3,13.5,3.5,1.4,2.9,16.4,13.3,95,105,-0.1,0.8,0.7,0.047,0,0
"15","Anfernee Hardaway","161","SG",26,"ORL",19,15,625,103,273,0.377,15,50,0.3,88,223,0.395,90,118,0.763,8,68,76,68,28,15,46,45,311,15.9,0.479,0.405,0.432,0.183,1.5,13.1,7.2,20.4,2.5,1.7,12.4,27.2,99,103,0.3,0.8,1.1,0.085,0,0
"16","Anthony Bowie","38","SG",34,"NYK",27,3,224,32,59,0.542,3,4,0.75,29,55,0.527,8,9,0.889,9,17,26,11,6,2,7,25,75,12.9,0.596,0.568,0.153,0.068,4.8,9.2,7,8.5,1.5,0.7,10,14.6,117,103,0.4,0.3,0.7,0.148,0,0
"17","Anthony Goldwire","145","PG",26,"DEN",82,32,2212,269,636,0.423,63,164,0.384,206,472,0.436,150,186,0.806,40,107,147,277,86,7,85,149,751,13.6,0.523,0.472,0.292,0.258,2.1,5.9,3.9,22.5,2.1,0.2,10.6,16.5,111,115,3.3,-0.4,3,0.064,0,0
"18","Anthony Johnson","193","PG",23,"SAC",77,62,2266,226,609,0.371,42,128,0.328,184,481,0.383,80,110,0.727,51,120,171,329,64,6,120,188,574,8.6,0.437,0.406,0.181,0.21,2.4,6,4.2,22.3,1.5,0.2,15.4,15.2,95,111,-0.4,0.8,0.4,0.008,0,0
"19","Anthony Mason","243","PF",31,"CHH",81,80,3148,389,764,0.509,0,4,0,389,760,0.512,261,402,0.649,177,649,826,342,68,18,146,182,1039,16.4,0.552,0.509,0.526,0.005,6.9,24.7,15.8,17.3,1.2,0.4,13.4,16,114,104,5.7,3.5,9.3,0.141,0,0
"20","Anthony Miller","260","PF",26,"ATL",37,0,228,29,52,0.558,0,0,NA,29,52,0.558,21,39,0.538,30,40,70,3,15,3,14,41,79,16.4,0.571,0.558,0.75,0,16.1,19.9,18.1,2.2,3.6,0.9,16.8,16.9,110,99,0.3,0.4,0.8,0.159,0,0
"21","Anthony Parker","295","SG",22,"PHI",37,0,196,25,63,0.397,9,28,0.321,16,35,0.457,13,20,0.65,8,18,26,19,11,3,11,17,72,14,0.501,0.468,0.317,0.444,4.7,10.6,7.6,16.4,3,1.1,13.3,19,103,105,0.2,0.2,0.4,0.088,0,0
"22","Anthony Peeler","298","SG",28,"TOT",38,32,1193,190,420,0.452,53,125,0.424,137,295,0.464,36,47,0.766,37,86,123,137,61,6,51,97,469,15,0.532,0.515,0.112,0.298,3.6,8.1,5.9,18.3,2.7,0.4,10.4,18.3,110,109,1.8,0.7,2.5,0.1,0,0
"23","Antoine Carr","60","PF",36,"UTA",66,8,1086,151,325,0.465,0,0,NA,151,325,0.465,76,98,0.776,42,89,131,48,11,53,48,195,378,9.8,0.513,0.465,0.302,0,5.1,9.6,7.5,7.2,0.5,3.7,11.5,17.8,104,108,0.8,0.7,1.5,0.068,0,0
"24","Antoine Walker","397","PF",21,"BOS",82,82,3268,722,1705,0.423,91,292,0.312,631,1413,0.447,305,473,0.645,270,566,836,273,142,60,292,262,1840,17.8,0.481,0.45,0.277,0.171,9,22.3,15.1,15.4,2.2,1.4,13.2,29.2,98,104,0.8,4,4.7,0.07,92,1084
"25","Antonio Daniels","88","SG",22,"VAN",74,50,1956,228,548,0.416,11,52,0.212,217,496,0.438,112,170,0.659,22,121,143,334,55,10,164,88,579,9.9,0.465,0.426,0.31,0.095,1.3,7.1,4.2,26.6,1.5,0.4,20.8,17.9,93,115,-0.9,-0.4,-1.3,-0.032,0,0
"26","Antonio Davis","91","PF",29,"IND",82,12,2191,254,528,0.481,0,3,0,254,525,0.484,277,398,0.696,192,368,560,61,45,72,103,234,785,15.3,0.558,0.481,0.754,0.006,11.1,19.2,15.4,4.5,1.1,2.3,12.8,17.5,113,100,3.8,3.6,7.4,0.162,0,0
"27","Antonio Lang","218","SF",25,"MIA",6,0,29,3,5,0.6,0,0,NA,3,5,0.6,6,8,0.75,2,3,5,1,2,0,4,3,12,14.9,0.704,0.6,1.6,0,8.4,11.8,10.1,5.6,3.8,0,31.9,20.1,103,100,0,0,0.1,0.122,0,0
"28","Antonio McDyess","252","PF",23,"PHO",81,81,2441,497,927,0.536,0,2,0,497,925,0.537,231,329,0.702,206,407,613,106,100,135,142,292,1225,20.3,0.571,0.536,0.355,0.002,10.1,19,14.7,7.5,2.2,4,11.7,22.5,111,98,4.8,4.6,9.4,0.185,0,0
"29","Armen Gilliam","144","PF",33,"MIL",82,25,2114,327,676,0.484,0,4,0,327,672,0.487,267,333,0.802,146,293,439,104,65,37,148,177,921,16.4,0.56,0.484,0.493,0.006,8.4,17.1,12.7,8.5,1.6,1.3,15.2,20.9,108,105,3.1,2.1,5.3,0.119,0,0
"30","Arvydas Sabonis","345","C",33,"POR",73,73,2333,407,826,0.493,30,115,0.261,377,711,0.53,323,405,0.798,149,580,729,218,65,80,190,267,1167,20.9,0.581,0.511,0.49,0.139,7.7,27.9,18.2,16.9,1.5,2.5,15.9,23.2,112,97,5.1,4.6,9.7,0.2,0,0
"31","Austin Croshere","80","PF",22,"IND",26,0,243,32,86,0.372,4,13,0.308,28,73,0.384,8,14,0.571,10,35,45,8,9,5,13,32,76,7.7,0.412,0.395,0.163,0.151,5.2,16.5,11.1,5.4,2,1.5,12.4,20.6,83,100,-0.4,0.4,0,0.003,0,0
"32","Avery Johnson","194","PG",32,"SAS",75,73,2674,321,671,0.478,2,13,0.154,319,658,0.485,122,168,0.726,30,120,150,591,84,18,165,140,766,14.1,0.514,0.48,0.25,0.019,1.4,4.9,3.2,36.2,1.7,0.5,18.1,16,109,104,3.5,3.2,6.7,0.12,0,0
"33","B.J. Armstrong","13","PG",30,"TOT",66,0,831,105,213,0.493,9,35,0.257,96,178,0.539,42,50,0.84,16,60,76,150,29,0,42,74,261,14.6,0.555,0.514,0.235,0.164,2.3,8.6,5.5,29,1.9,0,15.2,15.3,115,108,1.6,0.6,2.2,0.124,0,0
"34","Ben Davis","92","PF",25,"NYK",7,0,13,2,10,0.2,0,0,NA,2,10,0.2,0,0,NA,6,0,6,0,1,0,0,3,4,7.7,0.2,0.2,0,0,55.2,0,27.7,0,4.2,0,0,36.1,78,100,-0.1,0,0,-0.127,0,0
"35","Ben Wallace","399","C",23,"WAS",67,16,1124,85,164,0.518,0,0,NA,85,164,0.518,35,98,0.357,112,212,324,18,61,72,28,116,205,13.4,0.495,0.518,0.598,0,11,22.2,16.4,2.3,2.8,4.6,11.9,9.3,107,98,0.8,2.2,2.9,0.125,0,0
"36","Benoit Benjamin","27","C",33,"PHI",14,0,197,22,41,0.537,0,0,NA,22,41,0.537,19,30,0.633,18,35,53,3,4,4,12,26,63,12.5,0.581,0.537,0.732,0,10.4,20.6,15.5,2.5,1.1,1.5,18.1,15.1,107,105,0.2,0.2,0.4,0.098,0,0
"37","Bill Curley","84","PF",25,"MIN",11,1,146,16,33,0.485,0,1,0,16,32,0.5,2,3,0.667,11,17,28,4,3,1,3,28,34,7.8,0.495,0.485,0.091,0.03,8.6,13.1,10.9,4,1.1,0.5,8,11.4,109,109,0.1,0.1,0.2,0.068,0,0
"38","Bill Wennington","409","C",34,"CHI",48,8,467,75,172,0.436,0,0,NA,75,172,0.436,17,21,0.81,32,48,80,19,4,5,16,77,167,9.4,0.461,0.436,0.122,0,7.8,11.8,9.8,6.7,0.5,0.8,8.1,18.9,102,104,0.3,0.6,0.8,0.085,0,0
"39","Billy Owens","293","SF",28,"SAC",78,78,2348,338,728,0.464,26,70,0.371,312,658,0.474,116,197,0.589,170,412,582,219,93,38,153,231,818,14.4,0.502,0.482,0.271,0.096,7.9,20,13.8,15.4,2.1,1.1,15.8,18.3,100,104,0.9,2.8,3.7,0.075,0,0
"40","Bimbo Coles","74","PG",29,"GSW",53,44,1471,166,438,0.379,13,57,0.228,153,381,0.402,78,88,0.886,17,106,123,248,51,13,89,135,423,10.4,0.444,0.394,0.201,0.13,1.2,7.9,4.5,27.9,1.8,0.6,15.7,16.8,96,108,-0.1,1,0.9,0.029,0,0
"41","Bison Dele","102","C",28,"DET",78,78,2619,531,1040,0.511,1,3,0.333,530,1037,0.511,198,280,0.707,223,472,695,94,67,55,181,252,1261,18.1,0.542,0.511,0.269,0.003,10.1,21.6,15.8,7,1.4,1.6,13.5,23.9,105,102,3.2,3.7,6.9,0.126,0,0
"42","Blue Edwards","113","SG",32,"VAN",81,20,1968,326,742,0.439,40,120,0.333,286,622,0.46,180,215,0.837,61,156,217,201,86,27,134,183,872,14.5,0.521,0.466,0.29,0.162,3.6,9.1,6.3,17.2,2.3,1,13.8,21.9,104,112,1.8,0.3,2.1,0.052,0,0
"43","Bo Outlaw","291","PF",26,"ORL",82,76,2953,301,543,0.554,1,4,0.25,300,539,0.557,180,313,0.575,255,382,637,216,107,181,175,260,783,15.5,0.575,0.555,0.576,0.007,9.9,15.6,12.7,12.3,2,4.4,20.5,13.3,109,101,3.1,4.5,7.6,0.124,0,0
"44","Bob McCann","247","SF",33,"TOR",1,0,5,0,1,0,0,0,NA,0,1,0,0,0,NA,0,1,1,0,0,0,0,1,0,-7.3,0,0,0,0,0,23.3,11.2,0,0,0,0,8.8,0,112,0,0,0,-0.186,0,0
"45","Bob Sura","380","SG",24,"CLE",46,4,942,87,231,0.377,19,60,0.317,68,171,0.398,74,131,0.565,25,69,94,171,44,7,93,113,267,9.6,0.463,0.418,0.567,0.26,3.3,8.9,6.1,29.4,2.5,0.6,24.4,18.7,90,101,-0.7,1.4,0.7,0.036,0,0
"46","Bobby Hurley","185","PG",26,"TOT",61,3,875,93,238,0.391,5,22,0.227,88,216,0.407,59,76,0.776,12,54,66,177,23,0,86,79,250,9,0.461,0.401,0.319,0.092,1.5,7.1,4.3,31.2,1.4,0,24.1,18.2,91,113,-0.6,0,-0.5,-0.029,0,0
"47","Bobby Jackson","188","PG",24,"DEN",68,53,2042,310,791,0.392,21,81,0.259,289,710,0.407,149,183,0.814,78,224,302,317,105,11,184,160,790,13.6,0.453,0.405,0.231,0.102,4.4,13.3,8.7,29.5,2.8,0.4,17.4,23.5,92,111,-1.3,0.7,-0.6,-0.014,0,0
"48","Bobby Phills","304","SG",28,"CHH",62,61,1887,246,552,0.446,44,114,0.386,202,438,0.461,106,140,0.757,59,157,216,187,81,18,108,181,642,12.5,0.523,0.486,0.254,0.207,3.8,10,6.9,16,2.3,0.7,15,17.7,104,106,1.5,1.7,3.2,0.081,0,0
"49","Brad Lohaus","227","PF",33,"SAS",9,0,102,7,21,0.333,4,14,0.286,3,7,0.429,1,3,0.333,3,9,12,5,1,2,3,10,19,5.2,0.426,0.429,0.143,0.667,3.6,9.6,6.8,7.4,0.5,1.4,11.8,11.6,92,104,0,0.1,0.1,0.043,0,0
"50","Brandon Williams","419","SG",22,"GSW",9,2,140,16,50,0.32,3,9,0.333,13,41,0.317,2,4,0.5,4,11,15,3,6,3,9,18,37,2.9,0.357,0.35,0.08,0.18,3,8.6,5.7,3.6,2.2,1.5,14.8,18.9,71,106,-0.4,0.1,-0.3,-0.089,0,0
"51","Brent Barry","22","SG",26,"TOT",58,36,1600,213,506,0.421,90,229,0.393,123,277,0.444,115,134,0.858,29,142,171,153,64,27,104,118,631,14.3,0.558,0.51,0.265,0.453,2.1,10.2,6.1,15.8,2.1,1.1,15.5,18.7,108,110,2.1,0.6,2.7,0.08,0,0
"52","Brent Price","313","PG",29,"HOU",72,2,1332,128,310,0.413,73,187,0.39,55,123,0.447,77,98,0.786,37,70,107,192,52,4,111,163,406,10.9,0.575,0.531,0.316,0.603,3.3,6.1,4.8,22.3,2.1,0.2,23.9,15.8,106,111,1.2,0.4,1.6,0.059,0,0
"53","Brevin Knight","213","PG",22,"CLE",80,76,2483,261,592,0.441,0,7,0,261,585,0.446,201,251,0.801,67,186,253,656,196,18,194,271,723,17.1,0.515,0.441,0.424,0.012,3.4,9.1,6.3,43.7,4.2,0.6,21.6,16.7,109,97,3.5,4.9,8.4,0.163,0,0
"54","Brian Evans","122","SF",24,"TOT",72,1,893,123,312,0.394,29,87,0.333,94,225,0.418,46,57,0.807,49,88,137,55,29,13,38,101,321,12,0.476,0.441,0.183,0.279,6.2,12,9,10.5,1.8,1.1,10.1,18.9,104,106,0.7,0.8,1.5,0.081,0,0
"55","Brian Grant","147","SF",25,"POR",61,49,1921,283,557,0.508,0,1,0,283,556,0.509,171,228,0.75,197,358,555,86,44,45,110,184,737,16.7,0.561,0.508,0.409,0.002,12.4,20.9,16.8,7.7,1.2,1.7,14.3,18.1,112,101,3.3,3,6.3,0.157,0,0
"56","Brian Oliver","287","SG",29,"ATL",5,0,61,7,19,0.368,0,0,NA,7,19,0.368,1,4,0.25,3,6,9,2,1,0,1,4,15,6.3,0.361,0.368,0.211,0,6,11.2,8.7,5.4,0.9,0,4.6,16.5,88,108,-0.1,0,0,-0.012,0,0
"57","Brian Shaw","355","PG",31,"TOT",59,34,1530,154,446,0.345,28,95,0.295,126,351,0.359,36,52,0.692,37,178,215,261,49,17,99,148,372,9.1,0.397,0.377,0.117,0.213,2.6,13,7.7,27.7,1.7,0.8,17.4,16.3,89,107,-1.2,1.3,0.1,0.002,0,0
"58","Brooks Thompson","388","PG",27,"TOT",30,0,167,23,56,0.411,9,30,0.3,14,26,0.538,4,8,0.5,1,14,15,27,10,1,16,22,59,11.2,0.496,0.491,0.143,0.536,0.7,10,5.3,26.5,3.2,0.5,21.2,20.9,92,100,-0.1,0.3,0.2,0.051,0,0
"59","Bruce Bowen","37","SF",26,"BOS",61,9,1305,122,298,0.409,20,59,0.339,102,239,0.427,76,122,0.623,79,95,174,81,87,29,52,174,340,11,0.483,0.443,0.409,0.198,6.6,9.4,7.9,9.3,3.4,1.7,12.9,13.4,104,104,0.8,1.4,2.2,0.081,0,0
"60","Bryant Reeves","317","C",24,"VAN",74,74,2527,492,941,0.523,0,4,0,492,937,0.525,223,316,0.706,196,389,585,155,39,80,156,278,1207,17.3,0.559,0.523,0.336,0.004,9,17.7,13.3,10.9,0.8,2.2,12.6,21.8,110,112,4.3,0.6,4.9,0.093,0,0
"61","Bryant Stith","372","SG",27,"DEN",31,15,718,75,225,0.333,10,48,0.208,65,177,0.367,75,86,0.872,15,50,65,50,21,8,35,52,235,9.2,0.447,0.356,0.382,0.213,2.4,8.4,5.3,12.1,1.6,0.8,11.8,18.9,95,115,-0.2,-0.1,-0.3,-0.018,0,0
"62","Bryon Russell","344","SF",27,"UTA",82,7,2219,226,525,0.43,73,214,0.341,153,311,0.492,213,278,0.766,78,248,326,101,90,31,81,229,738,12.9,0.57,0.5,0.53,0.408,4.7,13,9.1,7,2.2,1,11.1,15.2,116,105,3.8,2.2,6,0.13,0,0
"63","Bubba Wells","408","SG",23,"DAL",39,2,395,48,116,0.414,1,6,0.167,47,110,0.427,31,43,0.721,22,46,68,34,15,4,31,40,128,11.1,0.474,0.418,0.371,0.052,6.1,13.2,9.6,14.3,2,0.7,18.7,19.2,93,107,-0.2,0.3,0.1,0.013,0,0
"64","Buck Williams","420","PF",37,"NYK",41,6,738,75,149,0.503,0,0,NA,75,149,0.503,52,71,0.732,78,105,183,21,17,15,38,93,202,12.3,0.56,0.503,0.477,0,12.6,17.2,14.9,4.6,1.3,1.6,17.4,13.9,110,100,0.9,1.2,2.1,0.135,0,0
"65","Calbert Cheaney","68","SG",26,"WAS",82,82,2841,448,981,0.457,15,53,0.283,433,928,0.467,139,215,0.647,82,242,324,173,96,36,104,264,1050,11.7,0.488,0.464,0.219,0.054,3.2,10,6.5,9.8,1.8,0.9,8.8,18.4,102,106,1.6,2.5,4.1,0.069,0,0
"66","Carl Herrera","172","PF",31,"SAS",58,1,516,76,175,0.434,0,1,0,76,174,0.437,18,44,0.409,24,67,91,22,19,12,38,71,170,8.1,0.437,0.434,0.251,0.006,5.7,14.1,10.2,7.3,2,1.6,16.4,21.1,83,99,-0.9,0.9,0.1,0.006,0,0
"67","Carl Thomas","384","SG",28,"TOT",43,0,426,56,140,0.4,20,59,0.339,36,81,0.444,16,25,0.64,10,37,47,19,21,7,18,39,148,10.9,0.49,0.471,0.179,0.421,2.7,10.4,6.6,7.9,2.6,1.2,10.7,17.9,98,102,0.1,0.6,0.7,0.074,0,0
"68","Carlos Rogers","336","PF",26,"TOT",21,0,376,47,91,0.516,0,2,0,47,89,0.528,18,32,0.563,35,32,67,18,10,8,14,35,112,12.7,0.533,0.516,0.352,0.022,10.1,9.9,10,7.7,1.4,1.5,11.8,13.9,111,113,0.5,0,0.5,0.064,0,0
"69","Cedric Ceballos","65","SF",28,"TOT",47,25,990,204,415,0.492,21,70,0.3,183,345,0.53,107,145,0.738,75,146,221,60,33,16,72,88,536,19.3,0.56,0.517,0.349,0.169,8.8,16.8,12.8,11,1.8,1.1,13.1,25.3,107,103,1.6,1.2,2.8,0.138,0,0
"70","Cedric Henderson","169","SF",22,"CLE",82,71,2527,348,725,0.48,0,4,0,348,721,0.483,136,190,0.716,71,254,325,168,96,45,165,238,832,10.7,0.514,0.48,0.262,0.006,3.5,12.2,7.9,11.6,2,1.4,16.9,17.8,96,100,-0.2,4,3.8,0.072,0,0
"71","Charles Barkley","20","PF",34,"HOU",68,41,2243,361,744,0.485,18,84,0.214,343,660,0.52,296,397,0.746,241,553,794,217,71,28,147,187,1036,21.6,0.564,0.497,0.534,0.113,12.9,28.8,20.9,16.6,1.7,0.9,13.8,21.6,116,104,6.1,2.5,8.6,0.183,0,0
"72","Charles Jones","199","PF",40,"HOU",24,0,127,7,10,0.7,0,0,NA,7,10,0.7,1,2,0.5,12,12,24,5,1,6,4,22,15,7.8,0.689,0.7,0.2,0,11.3,11.1,11.2,5.7,0.4,3.3,26.9,5.3,127,111,0.2,0,0.2,0.078,0,0
"73","Charles O'Bannon","282","SG",22,"DET",30,0,234,26,69,0.377,0,3,0,26,66,0.394,12,15,0.8,14,19,33,17,9,1,9,15,64,10.5,0.423,0.377,0.217,0.043,7.1,9.7,8.4,12,2.1,0.3,10.6,16.8,97,105,0,0.2,0.2,0.048,0,0
"74","Charles Oakley","285","PF",34,"NYK",79,79,2734,307,698,0.44,0,6,0,307,692,0.444,97,114,0.851,218,506,724,201,123,22,126,280,711,13.1,0.475,0.44,0.163,0.009,9.5,22.3,15.9,12.1,2.4,0.6,14.4,15,102,97,1.4,5.6,7,0.122,0,0
"75","Charles Smith","358","SG",22,"TOT",34,0,292,49,125,0.392,15,47,0.319,34,78,0.436,6,11,0.545,13,14,27,21,12,6,27,24,119,9.8,0.458,0.452,0.088,0.376,5.2,5.5,5.3,12.6,2.2,1.4,17.2,24,87,112,-0.4,0,-0.3,-0.057,0,0
"76","Charlie Ward","403","PG",27,"NYK",82,82,2317,235,516,0.455,81,215,0.377,154,301,0.512,91,113,0.805,32,242,274,466,144,37,175,195,642,15.6,0.567,0.534,0.219,0.417,1.7,12.6,7.1,32.4,3.4,1.2,23.6,15,108,98,2.6,4.5,7.1,0.148,0,0
"77","Chauncey Billups","31","PG",21,"TOT",80,70,2216,280,749,0.374,107,325,0.329,173,424,0.408,226,266,0.85,62,128,190,314,107,4,174,172,893,13.6,0.516,0.445,0.355,0.434,3,7.1,5,22.6,2.5,0.1,16.7,20.4,104,110,2.1,0.9,3,0.065,0,0
"78","Cherokee Parks","296","C",25,"MIN",79,43,1703,224,449,0.499,0,1,0,224,448,0.5,110,169,0.651,140,297,437,53,36,86,66,237,558,13.6,0.533,0.499,0.376,0.002,9.4,19.6,14.6,4.7,1.1,3.6,11.2,15.4,109,105,2,1.8,3.8,0.108,0,0
"79","Chris Anstey","11","C",23,"DAL",41,8,680,92,231,0.398,3,16,0.188,89,215,0.414,53,74,0.716,53,104,157,35,31,27,41,95,240,13.2,0.455,0.405,0.32,0.069,8.5,17.4,12.8,8.7,2.4,2.8,13.5,20.5,94,103,-0.2,0.9,0.6,0.044,0,0
"80","Chris Carr","61","SG",23,"MIN",51,40,1165,190,452,0.42,40,127,0.315,150,325,0.462,84,99,0.848,43,112,155,85,17,11,69,129,504,11.6,0.509,0.465,0.219,0.281,4.2,10.8,7.6,11.6,0.8,0.7,12.2,21.5,102,111,0.7,0.4,1.1,0.046,0,0
"81","Chris Childs","70","PG",30,"NYK",68,0,1599,149,354,0.421,27,87,0.31,122,267,0.457,104,126,0.825,29,133,162,268,56,6,103,179,429,11.6,0.524,0.459,0.356,0.246,2.2,10,6.1,26.6,1.9,0.3,20.1,15,105,102,1.4,2.3,3.7,0.11,0,0
"82","Chris Crawford","79","PF",22,"ATL",40,0,256,46,110,0.418,1,3,0.333,45,107,0.421,57,68,0.838,20,21,41,9,12,7,18,27,150,20.4,0.536,0.423,0.618,0.027,9.5,9.3,9.4,6.4,2.6,1.9,11.4,28.6,111,104,0.6,0.3,0.9,0.17,0,0
"83","Chris Dudley","107","C",32,"NYK",51,22,858,58,143,0.406,0,0,NA,58,143,0.406,41,92,0.446,108,167,275,21,13,51,44,139,157,9.5,0.428,0.406,0.643,0,15,23.5,19.2,3.7,0.8,4.6,19.3,12.4,93,97,-0.3,1.7,1.5,0.084,0,0
"84","Chris Garner","136","PG",22,"TOR",38,0,293,23,70,0.329,4,14,0.286,19,56,0.339,3,7,0.429,7,17,24,45,21,4,25,50,53,5.6,0.363,0.357,0.1,0.2,2.6,6.8,4.6,23.1,3.7,0.9,25.5,14.7,77,110,-0.5,0.1,-0.4,-0.069,0,0
"85","Chris Gatling","140","PF",30,"NJN",57,16,1359,248,545,0.455,1,4,0.25,247,541,0.457,159,265,0.6,118,216,334,53,52,29,99,152,656,16,0.496,0.456,0.486,0.007,9.4,19.7,14.2,6.7,2,1.6,13,24.3,101,104,0.9,1.5,2.4,0.084,0,0
"86","Chris Mills","263","SF",28,"NYK",80,29,2183,292,675,0.433,40,137,0.292,252,538,0.468,152,189,0.804,120,288,408,133,45,30,107,218,776,12.7,0.512,0.462,0.28,0.203,6.6,15.9,11.2,10.4,1.1,1.1,12.4,18.6,104,101,1.9,3.3,5.1,0.113,0,0
"87","Chris Morris","268","SF",32,"UTA",54,1,538,85,207,0.411,19,62,0.306,66,145,0.455,44,61,0.721,35,79,114,24,25,17,33,61,233,14.7,0.498,0.457,0.295,0.3,8.7,17.1,13.2,7.5,2.5,2.4,12.4,23,101,102,0.3,0.7,1,0.092,0,0
