"","Player","totals.Rk","totals.Pos","totals.Age","totals.Tm","totals.G","totals.GS","totals.MP","totals.FG","totals.FGA","totals.FG.","totals.3P","totals.3PA","totals.3P.","totals.2P","totals.2PA","totals.2P.","totals.FT","totals.FTA","totals.FT.","totals.ORB","totals.DRB","totals.TRB","totals.AST","totals.STL","totals.BLK","totals.TOV","totals.PF","totals.PTS","advanced.PER","advanced.TS.","advanced.eFG.","advanced.FTr","advanced.3PAr","advanced.ORB.","advanced.DRB.","advanced.TRB.","advanced.AST.","advanced.STL.","advanced.BLK.","advanced.TOV.","advanced.USG.","advanced.ORtg","advanced.DRtg","advanced.OWS","advanced.DWS","advanced.WS","advanced.WS.48","First","Pts.Won"
"11","Alexis Ajinca","2","C",21,"CHA",6,0,30,5,10,0.5,0,0,NA,5,10,0.5,0,1,0,1,3,4,0,1,1,2,5,10,6.3,0.479,0.5,0.1,0,4.1,11.8,8,0,1.8,2.7,16.1,19.3,81,103,-0.1,0,0,-0.013,0,0
"12","Allen Iverson","216","SG-PG",34,"TOT",28,24,865,136,316,0.43,9,25,0.36,127,291,0.436,104,131,0.794,16,63,79,113,19,2,64,48,385,13.4,0.515,0.445,0.415,0.079,2.1,8.7,5.4,21,1.2,0.2,14.6,23,103,114,0.5,0.2,0.7,0.037,0,0
"13","Alonzo Gee","151","SG",22,"WAS",11,2,182,28,59,0.475,7,9,0.778,21,50,0.42,18,29,0.621,15,18,33,7,7,1,10,13,81,16.2,0.564,0.534,0.492,0.153,9.3,11.6,10.4,6.4,2,0.4,12.2,20.4,111,110,0.3,0.1,0.4,0.108,0,0
"14","Amar'e Stoudemire","377","PF",27,"PHO",82,82,2838,704,1264,0.557,1,6,0.167,703,1258,0.559,487,632,0.771,230,502,732,82,52,83,213,281,1896,22.6,0.615,0.557,0.5,0.005,9.7,18.9,14.5,4.8,0.9,2.1,12.1,27.3,117,109,8.2,2.5,10.7,0.181,116,1205
"15","Amir Johnson","233","PF",22,"TOR",82,5,1453,208,334,0.623,0,4,0,208,330,0.63,95,149,0.638,154,241,395,48,44,66,63,255,511,16.7,0.639,0.623,0.446,0.012,12.9,19.1,16.1,5,1.6,3.5,13.6,14.5,124,110,3.4,1.1,4.5,0.15,0,0
"16","Anderson Varejao","402","PF",27,"CLE",76,7,2166,267,467,0.572,1,5,0.2,266,462,0.576,116,175,0.663,189,389,578,87,71,67,67,223,651,15.8,0.598,0.573,0.375,0.011,10.9,20.4,15.9,6.1,1.7,2.4,11,13.1,123,102,4.3,3.8,8.1,0.179,0,0
"17","Andray Blatche","48","PF",23,"WAS",81,36,2256,478,999,0.478,13,44,0.295,465,955,0.487,174,234,0.744,158,351,509,170,85,71,182,218,1143,17.6,0.519,0.485,0.234,0.044,7.9,18.2,13,13.8,2,2.4,14.2,25.8,101,106,0.8,2.6,3.4,0.073,0,0
"18","Andre Iguodala","212","SF",26,"PHI",82,82,3193,496,1120,0.443,94,303,0.31,402,817,0.492,315,430,0.733,82,447,529,472,141,55,218,145,1401,17.8,0.535,0.485,0.384,0.271,3,16.8,9.8,23.7,2.3,1.4,14.3,21.8,108,109,4,2.8,6.7,0.101,0,0
"19","Andre Miller","288","PG",33,"POR",82,66,2500,404,908,0.445,16,80,0.2,388,828,0.469,322,392,0.821,81,185,266,445,93,9,173,169,1146,18.1,0.53,0.454,0.432,0.088,4,9.2,6.6,30.3,2,0.3,13.8,23.8,111,108,4.6,2.4,7,0.134,0,0
"20","Andrea Bargnani","29","PF",24,"TOR",80,80,2799,537,1143,0.47,121,325,0.372,416,818,0.509,181,234,0.774,105,388,493,93,25,111,120,215,1376,15.5,0.552,0.523,0.205,0.284,4.6,15.9,10.4,5.4,0.5,3,8.8,22.3,108,113,3.3,0.9,4.2,0.072,0,0
"21","Andrei Kirilenko","246","SF",28,"UTA",58,35,1681,244,482,0.506,26,89,0.292,218,393,0.555,174,234,0.744,76,188,264,158,83,71,79,102,688,18.2,0.588,0.533,0.485,0.185,5.5,12.9,9.3,14,2.5,3.4,11.9,17.7,117,103,3.3,2.7,6,0.171,0,0
"22","Andres Nocioni","307","SF",30,"SAC",75,28,1477,234,587,0.399,96,249,0.386,138,338,0.408,71,99,0.717,32,190,222,75,32,26,67,160,635,11.1,0.504,0.48,0.169,0.424,2.5,14.9,8.6,8,1.1,1.3,9.6,20.9,101,111,0.4,1,1.3,0.044,0,0
"23","Andrew Bogut","50","C",25,"MIL",69,69,2229,473,910,0.52,0,2,0,473,908,0.521,149,237,0.629,208,493,701,127,39,175,131,222,1095,20.7,0.54,0.52,0.26,0.002,10.1,26.4,17.9,10.3,0.9,6.2,11.4,23.3,107,98,2.6,4.8,7.5,0.161,0,0
"24","Andrew Bynum","72","C",22,"LAL",65,65,1977,392,688,0.57,0,1,0,392,687,0.571,193,261,0.739,177,364,541,68,35,94,115,193,977,20.2,0.608,0.57,0.379,0.001,10.1,20.4,15.3,5.8,0.9,3.6,12.5,20.8,117,102,4.4,3.4,7.8,0.188,0,0
"25","Andris Biedrins","44","C",23,"GSW",33,29,763,81,137,0.591,0,0,NA,81,137,0.591,4,25,0.16,63,196,259,57,20,44,32,117,166,13,0.561,0.591,0.182,0,9.1,29,18.9,10.1,1.3,4.1,17.8,10.1,113,107,0.7,0.9,1.6,0.101,0,0
"26","Antawn Jamison","224","PF",33,"TOT",66,64,2406,478,1036,0.461,85,247,0.344,393,789,0.498,194,300,0.647,136,419,555,84,71,21,91,179,1235,17.3,0.529,0.502,0.29,0.238,6.6,20.1,13.4,6.1,1.5,0.7,7.2,23.9,108,107,3,2.8,5.8,0.115,0,0
"27","Anthony Carter","80","PG",34,"DEN",54,7,859,76,181,0.42,17,63,0.27,59,118,0.5,11,13,0.846,17,72,89,160,39,13,58,72,180,10.3,0.482,0.467,0.072,0.348,2.3,9.6,6,26.6,2.3,1.1,23.7,12.6,100,108,0.1,0.8,0.9,0.051,0,0
"28","Anthony Johnson","234","PG",35,"ORL",31,0,406,49,111,0.441,13,39,0.333,36,72,0.5,19,20,0.95,8,40,48,63,11,1,26,32,130,12.4,0.543,0.5,0.18,0.351,2.4,11,6.8,24.2,1.4,0.2,17.8,16.7,110,106,0.5,0.5,1,0.116,0,0
"29","Anthony Morrow","298","SF",24,"GSW",69,37,2018,329,703,0.468,140,307,0.456,189,396,0.477,101,114,0.886,61,198,259,104,65,16,84,158,899,14,0.597,0.568,0.162,0.437,3.3,11.1,7.1,7.6,1.5,0.6,10,17.8,113,114,3,0.6,3.5,0.084,0,0
"30","Anthony Parker","322","SG",34,"CLE",81,81,2289,206,475,0.434,108,261,0.414,98,214,0.458,75,95,0.789,30,201,231,157,63,18,71,151,595,9.9,0.576,0.547,0.2,0.549,1.6,10,6,9.9,1.4,0.6,12.1,12,113,107,2.3,2.6,4.9,0.103,0,0
"31","Anthony Randolph","341","C",20,"GSW",33,8,749,137,309,0.443,1,5,0.2,136,304,0.447,109,136,0.801,73,142,215,42,28,51,49,92,384,18.7,0.521,0.445,0.44,0.016,10.7,21.4,16,8.5,1.8,4.9,11.7,23.9,106,107,0.7,0.8,1.5,0.098,0,0
"32","Anthony Tolliver","395","PF",24,"TOT",46,29,1427,193,449,0.43,50,152,0.329,143,297,0.481,103,134,0.769,84,236,320,87,32,33,46,128,539,13.6,0.531,0.486,0.298,0.339,6.5,18.7,12.5,8.6,1.1,1.7,8.3,16.6,111,112,1.7,0.8,2.5,0.084,0,0
"33","Antoine Wright","437","SF",25,"TOR",67,10,1392,162,399,0.406,58,173,0.335,104,226,0.46,53,77,0.688,38,152,190,71,30,11,58,134,435,8.6,0.502,0.479,0.193,0.434,3.3,12.6,8.1,7.4,1.1,0.6,11.8,16.1,100,115,0.1,0.2,0.3,0.011,0,0
"34","Antonio Anderson","12","SF",24,"OKC",1,0,15,1,3,0.333,0,0,NA,1,3,0.333,0,0,NA,1,0,1,0,0,0,1,1,2,-1.7,0.333,0.333,0,0,7.9,0,3.8,0,0,0,25,12,66,114,0,0,0,-0.104,0,0
"35","Antonio McDyess","279","PF",35,"SAS",77,50,1617,205,428,0.479,0,2,0,205,426,0.481,36,57,0.632,149,306,455,83,43,32,79,147,446,12.2,0.492,0.479,0.133,0.005,11,21.8,16.5,7.7,1.4,1.4,14.8,15.1,103,103,0.6,2.6,3.2,0.094,0,0
"36","Arron Afflalo","1","SG",24,"DEN",82,75,2221,272,585,0.465,108,249,0.434,164,336,0.488,72,98,0.735,59,193,252,138,46,30,74,225,724,10.9,0.576,0.557,0.168,0.426,3.1,9.9,6.5,9.3,1,1,10.5,14,114,111,2.8,1.4,4.3,0.092,0,0
"37","Austin Daye","108","SF",21,"DET",69,4,915,137,295,0.464,29,95,0.305,108,200,0.54,46,56,0.821,34,140,174,34,25,26,48,114,349,12.8,0.546,0.514,0.19,0.322,4.2,19.8,11.5,6.3,1.5,2.4,13.1,18.5,105,110,0.6,0.7,1.3,0.067,0,0
"38","Baron Davis","104","PG",30,"LAC",75,73,2523,412,1015,0.406,82,296,0.277,330,719,0.459,239,291,0.821,52,214,266,598,126,43,211,210,1145,17.4,0.501,0.446,0.287,0.292,2.4,9.9,6.1,39.6,2.6,1.3,15.6,24.3,105,109,2.5,2.1,4.5,0.086,0,0
"39","Ben Gordon","160","SG",26,"DET",62,17,1730,291,699,0.416,75,234,0.321,216,465,0.465,198,230,0.861,26,93,119,166,49,6,118,147,855,14,0.534,0.47,0.329,0.335,1.7,7,4.2,16.7,1.5,0.3,12.9,24.5,106,114,1.8,0.4,2.1,0.059,0,0
"40","Ben Wallace","407","C",35,"DET",69,67,1975,158,292,0.541,0,2,0,158,290,0.545,65,160,0.406,245,352,597,105,86,84,64,131,381,15.8,0.526,0.541,0.548,0.007,14.1,23.1,18.3,8,2.4,3.6,15,10,116,106,2.4,2.3,4.7,0.115,0,0
"41","Beno Udrih","400","PG",27,"SAC",79,41,2477,415,841,0.493,75,199,0.377,340,642,0.53,118,141,0.837,38,181,219,372,89,10,136,166,1023,15.7,0.566,0.538,0.168,0.237,1.7,8.5,5.1,24.1,1.8,0.3,13.1,18.6,114,112,4.2,1.3,5.5,0.107,0,0
"42","Bill Walker","406","SG-SF",22,"TOT",35,13,768,120,232,0.517,50,116,0.431,70,116,0.603,39,49,0.796,15,73,88,40,23,3,28,83,329,14.6,0.649,0.625,0.211,0.5,2.2,11,6.5,8.3,1.5,0.3,9.9,16.6,122,113,1.6,0.3,1.9,0.121,0,0
"43","Bobby Brown","63","PG",25,"TOT",45,0,519,88,237,0.371,26,98,0.265,62,139,0.446,13,15,0.867,9,29,38,88,15,1,46,42,215,9.3,0.441,0.426,0.063,0.414,2,6.6,4.3,27.5,1.5,0.1,15.9,25.4,90,113,-0.7,0.2,-0.5,-0.05,0,0
"44","Bobby Simmons","364","PF",29,"NJN",23,2,395,42,117,0.359,20,63,0.317,22,54,0.407,18,20,0.9,11,52,63,15,15,3,19,52,122,8,0.485,0.444,0.171,0.538,3.1,15.9,9.2,6.3,2,0.6,13.1,16.8,94,110,-0.2,0.3,0.1,0.014,0,0
"45","Boris Diaw","112","PF",27,"CHA",82,82,2906,373,773,0.483,66,206,0.32,307,567,0.541,113,147,0.769,131,293,424,325,60,57,178,219,925,12.8,0.552,0.525,0.19,0.266,5.5,11.9,8.8,18.9,1.1,1.6,17.5,16.2,107,105,2.4,3.8,6.2,0.103,0,0
"46","Brad Miller","289","C",33,"CHI",82,37,1950,250,581,0.43,37,132,0.28,213,449,0.474,182,220,0.827,83,316,399,154,44,29,107,189,719,12.9,0.53,0.462,0.379,0.227,4.8,17.8,11.4,12.2,1.2,1.1,13.6,18.1,106,105,1.5,2.5,4,0.098,0,0
"47","Brandon Bass","32","PF",24,"ORL",50,3,648,119,233,0.511,0,0,NA,119,233,0.511,52,63,0.825,54,73,127,19,12,27,31,69,290,16.5,0.556,0.511,0.27,0,10,12.6,11.3,5.1,1,3.1,10.6,20.9,112,104,1,1,2,0.147,0,0
"48","Brandon Jennings","230","PG",20,"MIL",82,82,2671,451,1216,0.371,145,388,0.374,306,828,0.37,223,273,0.817,49,233,282,470,105,18,200,191,1270,14.5,0.475,0.431,0.225,0.319,2,10.4,6,29.6,2.1,0.5,13,26.1,100,104,0.3,3.9,4.2,0.075,0,0
"49","Brandon Roy","356","SG",25,"POR",65,65,2419,491,1038,0.473,73,221,0.33,418,817,0.512,343,440,0.78,73,212,285,305,61,16,129,136,1398,21.3,0.568,0.508,0.424,0.213,3.7,10.9,7.3,23.1,1.4,0.5,9.5,26.7,117,109,7,2.1,9.1,0.18,0,0
"50","Brandon Rush","357","SG",24,"IND",82,64,2491,297,702,0.423,124,302,0.411,173,400,0.433,56,89,0.629,41,305,346,112,56,65,93,159,774,9.6,0.522,0.511,0.127,0.43,1.8,13.5,7.6,6.9,1.1,1.9,11.1,14.8,99,108,0,2.5,2.5,0.047,0,0
"51","Brendan Haywood","187","C",30,"TOT",77,67,2355,276,491,0.562,0,1,0,276,490,0.563,152,245,0.62,278,437,715,43,26,158,99,209,704,16.1,0.588,0.562,0.499,0.002,13.5,21.5,17.5,2.8,0.6,5.1,14.2,13.5,117,106,3.7,3,6.7,0.137,0,0
"52","Brian Cardinal","76","PF",32,"MIN",29,0,267,14,36,0.389,3,9,0.333,11,27,0.407,17,18,0.944,7,22,29,24,9,3,7,56,48,6.9,0.546,0.431,0.5,0.25,2.9,9.4,6.1,12.3,1.7,0.8,13.7,8.3,118,113,0.3,0.1,0.4,0.071,0,0
"53","Brian Cook","94","PF",29,"HOU",15,0,44,7,23,0.304,2,9,0.222,5,14,0.357,5,7,0.714,1,8,9,1,0,2,6,5,21,2.4,0.403,0.348,0.304,0.391,2.5,21.6,11.7,3.7,0,3.3,18.7,32.2,72,108,-0.2,0,-0.2,-0.191,0,0
"54","Brian Scalabrine","360","PF",31,"BOS",52,3,472,29,85,0.341,16,49,0.327,13,36,0.361,4,6,0.667,9,39,48,27,9,4,17,59,78,3.6,0.445,0.435,0.071,0.576,2.4,9.9,6.2,8.1,1,0.7,16.2,10.4,89,108,-0.3,0.5,0.2,0.019,0,0
"55","Brian Skinner","366","PF",33,"LAC",16,1,123,10,25,0.4,0,0,NA,10,25,0.4,6,8,0.75,9,18,27,0,3,4,7,20,26,5.5,0.456,0.4,0.32,0,8.4,17.1,12.7,0,1.3,2.4,19.7,13.1,87,109,-0.1,0.1,0,-0.006,0,0
"56","Brook Lopez","259","C",21,"NJN",82,82,3027,563,1129,0.499,0,2,0,563,1127,0.5,416,509,0.817,270,439,709,187,55,139,204,251,1542,20.1,0.57,0.499,0.451,0.002,9.9,17.5,13.5,11.8,1,3.4,13.1,23.6,112,110,5.5,2.4,7.9,0.125,0,0
"57","Byron Mullens","299","PF",20,"OKC",13,0,54,7,19,0.368,0,0,NA,7,19,0.368,0,0,NA,3,7,10,1,2,0,4,13,14,0.7,0.368,0.368,0,0,6.6,14.5,10.6,2.9,1.9,0,17.4,19.1,72,105,-0.2,0.1,-0.1,-0.077,0,0
"58","C.J. Miles","286","SF",22,"UTA",63,28,1497,241,562,0.429,74,217,0.341,167,345,0.484,66,95,0.695,42,126,168,105,58,17,81,190,622,10.8,0.515,0.495,0.169,0.386,3.4,9.7,6.6,10.7,2,0.9,11.8,20.5,100,107,0.2,1.7,1.9,0.061,0,0
"59","C.J. Watson","412","PG",25,"GSW",65,15,1788,247,528,0.468,45,145,0.31,202,383,0.527,128,166,0.771,28,141,169,180,103,8,69,124,667,13.8,0.555,0.51,0.314,0.275,1.7,8.9,5.3,14.3,2.8,0.3,10.3,16,112,112,2.2,0.9,3.1,0.082,0,0
"60","Carl Landry","251","PF",26,"TOT",80,29,2469,499,931,0.536,1,3,0.333,498,928,0.537,344,427,0.806,188,280,468,66,55,63,136,234,1343,19,0.6,0.537,0.459,0.003,8.5,13.4,10.9,4.6,1.1,1.9,10.8,22.5,117,110,5.8,1.9,7.7,0.15,0,0
"61","Carlos Arroyo","19","PG",30,"MIA",72,35,1585,178,375,0.475,7,25,0.28,171,350,0.489,76,90,0.844,26,104,130,225,36,6,54,102,439,12.3,0.529,0.484,0.24,0.067,1.9,7.7,4.8,22.2,1.2,0.3,11.5,13.9,115,108,2.2,1.5,3.7,0.113,0,0
"62","Carlos Boozer","53","PF",28,"UTA",78,78,2673,617,1098,0.562,0,0,NA,617,1098,0.562,285,384,0.742,181,693,874,247,84,36,212,270,1519,21.3,0.599,0.562,0.35,0,8.2,29.9,19.4,15.8,1.6,1.1,14.3,24.8,112,102,5.3,4.6,9.9,0.178,0,0
"63","Carlos Delfino","109","SF",27,"MIL",75,66,2279,299,732,0.408,134,365,0.367,165,367,0.45,93,119,0.782,51,343,394,202,80,21,119,138,825,12.9,0.526,0.5,0.163,0.499,2.4,18,9.8,14,1.8,0.7,13.2,18,103,103,1.1,3.7,4.8,0.101,0,0
"64","Carmelo Anthony","14","SF",25,"DEN",69,69,2634,688,1502,0.458,59,187,0.316,629,1315,0.478,508,612,0.83,152,302,454,222,88,30,209,225,1943,22.2,0.548,0.478,0.407,0.125,6.7,13.1,9.9,15.9,1.7,0.9,10.6,33.4,110,109,5.6,2.4,7.9,0.145,4,609
"65","Caron Butler","70","SF-SG",29,"TOT",74,74,2783,450,1051,0.428,42,145,0.29,408,906,0.45,264,315,0.838,104,357,461,156,116,24,160,193,1206,13.7,0.507,0.448,0.3,0.138,4.3,14.9,9.5,9.2,2.2,0.7,11.9,22.1,101,108,0.6,2.9,3.5,0.061,0,0
"66","Cartier Martin","268","SF",25,"TOT",18,2,390,50,136,0.368,17,49,0.347,33,87,0.379,24,30,0.8,25,43,68,16,11,1,19,48,141,9,0.473,0.43,0.221,0.36,7.1,12.6,9.8,6.2,1.4,0.2,11.3,18.8,97,113,-0.1,0.2,0.1,0.011,0,0
"67","Cedric Jackson","219","PG",23,"TOT",12,0,74,6,20,0.3,1,6,0.167,5,14,0.357,7,12,0.583,2,6,8,14,3,2,11,7,20,5.5,0.396,0.325,0.6,0.3,3.1,9.4,6.3,27.1,2.1,1.9,30.3,22.4,76,107,-0.3,0.1,-0.2,-0.111,0,0
"68","Channing Frye","142","C",26,"PHO",81,41,2190,317,703,0.451,172,392,0.439,145,311,0.466,98,121,0.81,66,361,427,113,64,74,73,263,904,15,0.598,0.573,0.172,0.558,3.6,17.6,11,7.4,1.5,2.4,8.8,16.7,120,108,4.3,2.2,6.4,0.141,0,0
"69","Charlie Bell","40","SG",30,"MIL",71,39,1611,169,443,0.381,73,200,0.365,96,243,0.395,48,67,0.716,31,101,132,104,39,12,54,136,459,7.9,0.486,0.464,0.151,0.451,2.1,7.5,4.7,9.8,1.3,0.6,10.3,14.8,100,106,0.1,1.9,2,0.06,0,0
"70","Charlie Villanueva","403","PF",25,"DET",78,16,1848,363,827,0.439,99,282,0.351,264,545,0.484,106,130,0.815,85,280,365,53,48,55,74,223,931,16,0.526,0.499,0.157,0.341,5.2,19.6,12,5.2,1.4,2.5,7.7,23.9,108,110,2.1,1.4,3.5,0.092,0,0
"71","Chase Budinger","69","SF",21,"HOU",74,4,1488,249,565,0.441,92,249,0.369,157,316,0.497,67,87,0.77,38,182,220,88,34,11,48,85,657,14.1,0.545,0.522,0.154,0.441,2.8,14.6,8.5,9.7,1.2,0.5,7.4,19.4,111,110,1.9,1.2,3.1,0.1,0,0
"72","Chauncey Billups","45","PG",33,"DEN",73,73,2490,402,962,0.418,157,407,0.386,245,555,0.441,466,512,0.91,25,203,228,409,82,9,177,153,1427,20.2,0.601,0.499,0.532,0.423,1.2,9.3,5.3,26.1,1.7,0.3,13,24.3,120,110,7.7,1.7,9.5,0.182,0,599
"73","Chris Andersen","10","PF",31,"DEN",76,0,1695,142,251,0.566,0,3,0,142,248,0.573,164,236,0.695,147,336,483,33,42,143,59,171,448,15.8,0.631,0.566,0.94,0.012,10.1,22.7,16.4,2.8,1.3,6.3,14.3,10.8,126,103,3.2,2.7,5.9,0.166,0,0
"74","Chris Bosh","54","C",25,"TOR",70,70,2526,600,1158,0.518,8,22,0.364,592,1136,0.521,470,590,0.797,205,554,759,166,43,68,169,170,1678,25,0.592,0.522,0.509,0.019,9.9,25.2,17.7,11.5,0.9,2.1,10.7,28.7,117,111,7.9,1.7,9.6,0.182,3,478
"75","Chris Douglas-Roberts","119","SF",23,"NJN",67,38,1730,255,573,0.445,14,54,0.259,241,519,0.464,133,157,0.847,45,153,198,93,55,19,97,101,657,11.5,0.512,0.457,0.274,0.094,2.9,10.7,6.6,9.5,1.7,0.8,13.1,19.6,98,112,-0.2,0.9,0.7,0.02,0,0
"76","Chris Duhon","122","PG",27,"NYK",67,59,2072,168,451,0.373,90,258,0.349,78,193,0.404,68,95,0.716,28,150,178,378,59,3,110,83,494,10.7,0.501,0.472,0.211,0.572,1.5,8.4,4.9,25.9,1.5,0.1,18.2,13.1,107,114,1.5,0.5,1.9,0.045,0,0
"77","Chris Hunter","207","C",25,"GSW",60,9,783,109,217,0.502,0,4,0,109,213,0.512,52,69,0.754,56,111,167,37,13,35,30,132,270,12.2,0.546,0.502,0.318,0.018,7.9,16,11.9,6.7,0.8,3.2,10.8,15.2,111,112,0.9,0.4,1.3,0.08,0,0
"78","Chris Kaman","242","C",27,"LAC",76,76,2608,589,1202,0.49,0,6,0,589,1196,0.492,230,307,0.749,184,520,704,120,37,94,223,213,1408,16.5,0.527,0.49,0.255,0.005,8.1,23.2,15.6,8.6,0.7,2.7,14.3,27.1,99,109,0,2.4,2.4,0.044,0,0
"79","Chris Paul","324","PG",24,"NOH",45,45,1712,314,637,0.493,52,127,0.409,262,510,0.514,161,190,0.847,20,171,191,480,96,8,112,118,841,23.7,0.584,0.534,0.298,0.199,1.3,11.9,6.5,45.4,2.9,0.4,13.5,22.2,122,109,5.7,1.5,7.3,0.204,0,0
"80","Chris Quinn","339","PG",26,"NJN",25,0,223,20,56,0.357,10,32,0.313,10,24,0.417,6,6,1,1,15,16,29,9,1,10,15,56,9.3,0.477,0.446,0.107,0.571,0.5,8.1,4.1,20.9,2.1,0.3,14.6,14.1,99,112,0,0.1,0.1,0.025,0,0
"81","Chris Richard","347","PF",25,"CHI",18,0,224,15,29,0.517,0,0,NA,15,29,0.517,7,11,0.636,19,40,59,7,8,4,14,50,37,6.5,0.547,0.517,0.379,0,9.6,19.6,14.7,4.4,1.8,1.4,29.3,9.6,96,103,0,0.4,0.3,0.067,0,0
"82","Chris Wilcox","422","PF",27,"DET",34,10,441,63,120,0.525,0,0,NA,63,120,0.525,26,52,0.5,44,73,117,13,13,12,38,64,152,12,0.532,0.525,0.433,0,11.4,21.4,16.1,4.9,1.6,2.3,21,18.9,96,109,-0.2,0.4,0.2,0.022,0,0
"83","Chuck Hayes","185","C",26,"HOU",82,82,1773,161,329,0.489,0,0,NA,161,329,0.489,36,66,0.545,151,314,465,139,73,43,74,219,358,11.7,0.5,0.489,0.201,0,9.4,21.1,15,11.4,2.1,1.8,17.1,10.8,108,105,1.2,2.4,3.6,0.098,0,0
"84","Chucky Atkins","21","PG",35,"DET",40,11,644,57,157,0.363,22,73,0.301,35,84,0.417,25,27,0.926,5,24,29,91,17,0,32,53,161,8.3,0.477,0.433,0.172,0.465,0.9,4.8,2.7,21.6,1.4,0,15.9,14.4,102,115,0.2,0.1,0.2,0.017,0,0
"85","Coby Karl","244","SF-SG",26,"TOT",7,1,113,11,32,0.344,2,11,0.182,9,21,0.429,4,6,0.667,4,14,18,15,3,1,10,14,28,5.1,0.404,0.375,0.188,0.344,3.9,14,8.9,17.9,1.3,0.6,22.4,17,82,113,-0.2,0,-0.2,-0.076,0,0
"86","Corey Brewer","58","SG",23,"MIN",82,82,2482,409,949,0.431,82,237,0.346,327,712,0.459,166,256,0.648,70,209,279,193,117,29,164,224,1066,12.1,0.502,0.474,0.27,0.25,3.1,9.6,6.3,12.5,2.4,0.9,13.4,21.5,98,111,-0.4,1.4,1,0.02,0,0
