"","Player","totals.Rk","totals.Pos","totals.Age","totals.Tm","totals.G","totals.GS","totals.MP","totals.FG","totals.FGA","totals.FG.","totals.3P","totals.3PA","totals.3P.","totals.2P","totals.2PA","totals.2P.","totals.FT","totals.FTA","totals.FT.","totals.ORB","totals.DRB","totals.TRB","totals.AST","totals.STL","totals.BLK","totals.TOV","totals.PF","totals.PTS","advanced.PER","advanced.TS.","advanced.eFG.","advanced.FTr","advanced.3PAr","advanced.ORB.","advanced.DRB.","advanced.TRB.","advanced.AST.","advanced.STL.","advanced.BLK.","advanced.TOV.","advanced.USG.","advanced.ORtg","advanced.DRtg","advanced.OWS","advanced.DWS","advanced.WS","advanced.WS.48","First","Pts.Won"
"11","Alex Scales","365","SG",27,"SAS",1,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0
"12","Allen Iverson","197","PG",30,"PHI",72,72,3103,815,1822,0.447,72,223,0.323,743,1599,0.465,675,829,0.814,44,188,232,532,140,10,248,121,2377,25.9,0.543,0.467,0.455,0.122,1.7,7.1,4.4,34.9,2.3,0.2,10.2,35.8,111,110,8.8,1.8,10.6,0.165,57,924
"13","Alonzo Mourning","286","C",35,"MIA",65,20,1302,188,315,0.597,0,1,0,188,314,0.599,133,224,0.594,125,234,359,11,13,173,79,177,509,19.4,0.615,0.597,0.711,0.003,11.8,20.3,16.2,1.4,0.5,10.2,16,17.5,113,98,2.1,2.6,4.8,0.176,0,0
"14","Alvin Williams","443","PG",31,"TOR",1,0,10,0,3,0,0,2,0,0,1,0,1,2,0.5,0,3,3,0,0,0,0,0,1,-4.7,0.129,0,0.667,0.667,0,38.3,18.3,0,0,0,0,17.9,32,111,-0.1,0,-0.1,-0.278,0,0
"15","Amar'e Stoudemire","387","C",23,"PHO",3,3,50,9,27,0.333,0,1,0,9,26,0.346,8,9,0.889,6,10,16,2,1,3,1,4,26,17.8,0.42,0.333,0.333,0.037,13.6,21.7,17.8,5.9,1,4.2,3.1,28.7,99,102,0,0.1,0.1,0.085,0,0
"16","Amir Johnson","215","SF",18,"DET",3,0,39,7,10,0.7,2,3,0.667,5,7,0.714,4,4,1,3,1,4,3,0,2,4,7,20,20.3,0.85,0.8,0.4,0.3,9,3.1,6.1,13.4,0,3.7,25.4,19.2,128,108,0.1,0,0.2,0.208,0,0
"17","Anderson Varejao","414","C",23,"CLE",48,4,760,79,150,0.527,0,1,0,79,149,0.53,61,119,0.513,77,158,235,19,31,19,27,118,219,14.8,0.541,0.527,0.793,0.007,11.9,24.8,18.3,4,2.2,1.9,11.8,14,113,101,1.1,1.3,2.3,0.146,0,0
"18","Andray Blatche","41","PF",19,"WAS",29,0,175,26,67,0.388,3,13,0.231,23,54,0.426,10,12,0.833,12,26,38,10,5,7,12,36,65,10.1,0.45,0.41,0.179,0.194,7.7,17.8,12.6,9.5,1.5,3.1,14.2,21.5,93,105,-0.1,0.2,0.1,0.026,0,0
"19","Andre Barrett","24","PG",23,"TOT",19,0,282,38,104,0.365,2,14,0.143,36,90,0.4,9,12,0.75,9,16,25,52,10,0,15,13,87,11.3,0.398,0.375,0.115,0.135,3.7,7.1,5.4,29.5,1.9,0,12.1,20.3,94,114,-0.1,0,-0.1,-0.019,0,0
"20","Andre Iguodala","194","SF",22,"PHI",82,82,3086,344,688,0.5,56,158,0.354,288,530,0.543,263,349,0.754,117,364,481,255,135,21,153,198,1007,14.8,0.598,0.541,0.507,0.23,4.4,13.8,9.1,12.9,2.3,0.5,15.4,14.7,115,108,4.9,2.6,7.5,0.116,0,0
"21","Andre Miller","277","PG",29,"DEN",82,82,2937,404,872,0.463,5,27,0.185,399,845,0.472,313,424,0.738,92,259,351,674,106,18,256,213,1126,16.4,0.532,0.466,0.486,0.031,3.7,10.2,7,36.2,1.8,0.5,19.5,20,107,107,3.6,2.6,6.2,0.101,0,0
"22","Andre Owens","313","PG",25,"UTA",23,2,210,27,74,0.365,3,16,0.188,24,58,0.414,12,18,0.667,11,10,21,8,5,0,13,25,69,5.2,0.421,0.385,0.243,0.216,6.3,5.8,6.1,6.8,1.3,0,13.7,20.9,86,111,-0.3,0.1,-0.2,-0.047,0,0
"23","Andrei Kirilenko","233","SF",24,"UTA",69,63,2604,336,730,0.46,36,117,0.308,300,613,0.489,346,495,0.699,161,391,552,299,102,220,203,162,1054,20.7,0.556,0.485,0.678,0.16,7.4,18.4,12.9,20.5,2.1,7,17.6,20.5,108,101,3.6,4.3,7.9,0.145,0,0
"24","Andres Nocioni","299","PF",26,"CHI",82,43,2239,383,831,0.461,93,238,0.391,290,593,0.489,204,242,0.843,89,411,500,117,40,52,120,252,1063,16.1,0.567,0.517,0.291,0.286,4.6,21,12.8,9,0.9,1.8,11.3,21.3,110,102,3.3,3.4,6.7,0.144,0,0
"25","Andrew Bogut","44","PF",21,"MIL",82,77,2348,323,606,0.533,0,3,0,323,603,0.536,122,194,0.629,189,384,573,192,49,68,125,259,768,15.2,0.555,0.533,0.32,0.005,9.4,19.8,14.5,13.4,1.1,2.3,15.3,15.9,111,106,3.1,2.4,5.5,0.113,0,0
"26","Andrew Bynum","67","C",18,"LAL",46,0,338,33,82,0.402,0,0,NA,33,82,0.402,8,27,0.296,34,46,80,9,4,22,17,56,74,7.4,0.394,0.402,0.329,0,11.9,16,13.9,4.1,0.6,5,15.3,15,87,105,-0.4,0.4,0.1,0.007,0,0
"27","Andris Biedrins","38","C",19,"GSW",68,2,1000,118,185,0.638,0,0,NA,118,185,0.638,22,72,0.306,124,159,283,24,23,47,34,190,258,13.6,0.595,0.638,0.389,0,13.5,18.2,15.8,3.9,1.2,3.5,13.6,11.2,119,104,1.6,1.3,2.9,0.137,0,0
"28","Anfernee Hardaway","165","SF",34,"NYK",4,0,72,4,14,0.286,0,1,0,4,13,0.308,2,2,1,0,10,10,8,2,0,6,7,10,2,0.336,0.286,0.143,0.071,0,17.1,8.4,17,1.5,0,28.7,13.1,67,111,-0.2,0,-0.2,-0.101,0,0
"29","Antawn Jamison","209","SF",29,"WAS",82,80,3288,660,1494,0.442,147,373,0.394,513,1121,0.458,217,297,0.731,167,598,765,158,90,12,137,189,1684,17.7,0.518,0.491,0.199,0.25,5.7,21.8,13.5,8.7,1.4,0.3,7.8,23.9,109,107,4.9,3.2,8.2,0.119,0,0
"30","Anthony Carter","74","PG",30,"MIN",45,8,589,53,137,0.387,4,15,0.267,49,122,0.402,40,55,0.727,9,53,62,101,24,9,40,71,150,10.6,0.465,0.401,0.401,0.109,1.9,10.5,6.3,26.9,2.2,1.2,19.9,16.2,96,105,-0.1,0.7,0.6,0.047,0,0
"31","Anthony Goldwire","148","PG",34,"LAC",3,0,22,1,7,0.143,0,2,0,1,5,0.2,0,0,NA,0,1,1,2,0,0,1,0,2,-5.5,0.143,0.143,0,0.286,0,5.1,2.6,12.8,0,0,12.5,16.8,41,111,-0.1,0,-0.1,-0.245,0,0
"32","Anthony Grundy","162","SG",26,"ATL",12,0,108,19,38,0.5,5,15,0.333,14,23,0.609,9,14,0.643,1,16,17,9,7,0,9,14,52,16.6,0.589,0.566,0.368,0.395,1.1,18.3,9.5,14.7,3.4,0,16.9,22.4,106,107,0.1,0.1,0.2,0.095,0,0
"33","Anthony Johnson","216","PG",31,"IND",75,53,1981,267,603,0.443,51,155,0.329,216,448,0.482,106,141,0.752,31,137,168,324,63,22,115,132,691,14.2,0.52,0.485,0.234,0.257,1.9,7.7,4.9,28.6,1.7,0.8,14.7,18.3,107,105,2.2,2.3,4.5,0.108,0,0
"34","Anthony Roberson","350","PG",22,"MEM",16,0,88,14,31,0.452,5,10,0.5,9,21,0.429,2,2,1,0,6,6,5,1,0,3,6,35,11.7,0.549,0.532,0.065,0.323,0,8.2,4.1,10.7,0.6,0,8.6,19.3,107,107,0.1,0.1,0.2,0.088,0,0
"35","Antoine Walker","422","PF",29,"MIA",82,19,2199,391,898,0.435,137,383,0.358,254,515,0.493,81,129,0.628,103,318,421,166,47,30,150,187,1000,14.4,0.524,0.512,0.144,0.427,5.8,16.3,11.3,12.8,1.1,1,13.6,23.2,101,105,1.1,2.5,3.6,0.08,0,0
"36","Antoine Wright","454","SG",21,"NJN",39,0,370,29,81,0.358,1,15,0.067,28,66,0.424,11,22,0.5,8,22,30,12,4,3,21,42,70,0.7,0.386,0.364,0.272,0.185,2.5,7.1,4.8,5.2,0.6,0.7,18.8,14.2,71,107,-0.8,0.3,-0.5,-0.062,0,0
"37","Antonio Burks","62","PG",25,"MEM",57,1,570,51,144,0.354,1,6,0.167,50,138,0.362,10,23,0.435,4,33,37,76,20,0,36,45,113,5.1,0.367,0.358,0.16,0.042,0.9,7,3.9,22.1,2,0,18.9,16.2,80,105,-1.1,0.7,-0.4,-0.033,0,0
"38","Antonio Daniels","93","SG",30,"WAS",80,17,2283,230,550,0.418,23,101,0.228,207,449,0.461,284,336,0.845,19,153,172,284,52,8,89,96,767,13.7,0.55,0.439,0.611,0.184,0.9,8,4.4,19.2,1.2,0.3,11.3,15.4,118,111,4.3,0.9,5.3,0.111,0,0
"39","Antonio Davis","95","PF-C",37,"TOT",44,39,940,82,190,0.432,0,1,0,82,189,0.434,52,81,0.642,90,118,208,21,23,10,51,125,216,8.3,0.479,0.432,0.426,0.005,11.5,15.5,13.5,3.5,1.3,0.9,18.4,13.4,97,112,0,0.4,0.3,0.017,0,0
"40","Antonio McDyess","266","PF",31,"DET",82,0,1733,285,560,0.509,0,2,0,285,558,0.511,68,122,0.557,156,280,436,90,46,48,76,220,638,15.5,0.52,0.509,0.218,0.004,10.6,19.4,15,8.8,1.5,2,11,18.9,107,102,1.9,2.8,4.6,0.128,0,0
"41","Arvydas Macijauskas","249","SG",26,"NOK",19,0,135,14,41,0.341,3,12,0.25,11,29,0.379,13,15,0.867,3,7,10,5,7,0,8,10,44,8.3,0.462,0.378,0.366,0.293,2.6,6.3,4.4,6.1,2.8,0,14.4,19.2,90,108,-0.1,0.1,0,-0.001,0,0
"42","Austin Croshere","89","PF",30,"IND",50,26,1148,132,285,0.463,54,140,0.386,78,145,0.538,90,102,0.882,62,203,265,62,22,7,48,105,408,15.2,0.618,0.558,0.358,0.491,6.4,19.8,13.3,9.1,1,0.4,12.7,15.3,121,103,2.5,1.7,4.1,0.173,0,0
"43","Awvee Storey","384","SF",28,"WAS",25,1,116,16,41,0.39,3,7,0.429,13,34,0.382,8,14,0.571,8,14,22,4,3,1,5,22,43,9.2,0.456,0.427,0.341,0.171,7.8,14.5,11,5.6,1.3,0.7,9.6,20,98,108,0,0.1,0.1,0.039,0,0
"44","Baron Davis","96","PG",26,"GSW",54,48,1971,335,861,0.389,102,324,0.315,233,537,0.434,195,289,0.675,45,191,236,480,89,14,159,165,967,18.3,0.489,0.448,0.336,0.376,2.5,11.1,6.7,42.6,2.3,0.5,13.9,25.9,105,106,2.4,2,4.4,0.106,0,0
"45","Ben Gordon","151","SG",22,"CHI",80,47,2482,486,1152,0.422,166,382,0.435,320,770,0.416,211,268,0.787,43,176,219,240,75,5,180,238,1349,14.5,0.531,0.494,0.233,0.332,2,8.1,5.1,17.3,1.6,0.2,12.4,26.3,102,106,1.8,2.6,4.4,0.086,0,0
"46","Ben Wallace","424","C",31,"DET",82,82,2890,237,465,0.51,0,4,0,237,461,0.514,123,296,0.416,301,622,923,158,146,181,88,164,597,17.5,0.501,0.51,0.637,0.009,12.2,25.9,19,8.2,2.8,4.6,12.9,11.2,112,95,3.3,6.9,10.1,0.168,0,0
"47","Beno Udrih","411","PG",23,"SAS",54,3,586,106,233,0.455,24,70,0.343,82,163,0.503,39,50,0.78,18,34,52,92,14,2,53,55,275,15.3,0.539,0.506,0.215,0.3,3.7,6.7,5.2,27.3,1.3,0.2,17.2,25.1,104,104,0.5,0.8,1.3,0.109,0,0
"48","Bernard Robinson","352","SF",25,"CHA",66,18,1303,157,365,0.43,2,21,0.095,155,344,0.451,106,134,0.791,62,157,219,77,81,10,74,141,422,12,0.498,0.433,0.367,0.058,5.2,14.9,9.7,9.5,3.2,0.6,14.9,17,98,105,0.1,1.6,1.7,0.061,0,0
"49","Billy Thomas","397","SG",30,"WAS",17,0,131,13,40,0.325,10,30,0.333,3,10,0.3,2,2,1,5,9,14,9,10,1,6,19,38,9.8,0.465,0.45,0.05,0.75,4.3,8.2,6.2,10.6,4,0.6,12.8,16,99,105,0,0.2,0.2,0.063,0,0
"50","Bo Outlaw","311","PF",34,"ORL",32,0,355,35,58,0.603,0,0,NA,35,58,0.603,5,8,0.625,31,46,77,14,10,12,17,50,75,11.8,0.61,0.603,0.138,0,11.1,15.6,13.4,6.2,1.5,2.7,21.7,10.5,113,106,0.4,0.4,0.7,0.101,0,0
"51","Bobby Jackson","200","PG",32,"MEM",71,15,1775,286,748,0.382,129,332,0.389,157,416,0.377,107,146,0.733,44,179,223,195,61,1,101,155,808,14.6,0.497,0.469,0.195,0.444,3,12.1,7.6,20.7,1.9,0,11.1,25,102,103,1,2.5,3.5,0.095,0,0
"52","Bobby Simmons","369","SF",25,"MIL",75,74,2538,366,808,0.453,105,250,0.42,261,558,0.468,165,200,0.825,91,242,333,172,86,21,123,254,1002,13.8,0.559,0.518,0.248,0.309,4.2,11.5,7.8,11.2,1.8,0.7,12.1,18.3,110,108,3.3,2,5.3,0.101,0,0
"53","Boniface N'Dong","291","C",28,"LAC",23,1,152,22,53,0.415,0,1,0,22,52,0.423,6,9,0.667,15,22,37,7,2,5,6,23,50,11,0.439,0.415,0.17,0.019,12,16.1,14.1,7.5,0.7,2.5,9.5,19.1,97,104,0,0.2,0.2,0.058,0,0
"54","Bonzi Wells","433","SG",29,"SAC",52,41,1684,284,613,0.463,10,45,0.222,274,568,0.482,129,190,0.679,142,259,401,144,94,25,126,156,707,16.6,0.507,0.471,0.31,0.073,10,17.8,13.9,14.8,2.9,1.1,15.3,22.4,101,101,0.7,2.7,3.4,0.096,0,0
"55","Boris Diaw","103","PF",23,"PHO",81,70,2874,449,853,0.526,8,30,0.267,441,823,0.536,174,238,0.731,159,399,558,503,58,85,189,260,1080,17.3,0.564,0.531,0.279,0.035,6.3,15.1,10.8,24.9,1,2.1,16.5,17.9,115,106,5.9,3,8.9,0.149,0,0
"56","Bostjan Nachbar","292","PF-SF",25,"TOT",36,13,502,54,156,0.346,19,71,0.268,35,85,0.412,30,44,0.682,8,52,60,27,16,5,24,65,157,7.2,0.448,0.407,0.282,0.455,1.8,12.6,7.1,8.9,1.7,0.8,12,18.6,90,107,-0.4,0.5,0.1,0.005,0,0
"57","Bracey Wright","455","SG",21,"MIN",7,0,135,21,51,0.412,6,17,0.353,15,34,0.441,14,16,0.875,3,15,18,5,1,0,8,8,62,12.1,0.534,0.471,0.314,0.333,2.7,13,8,6.5,0.4,0,12.1,23.2,101,109,0.1,0.1,0.2,0.054,0,0
"58","Brad Miller","278","C",29,"SAC",79,79,2923,434,877,0.495,34,88,0.386,400,789,0.507,280,338,0.828,122,493,615,374,61,62,180,234,1182,17.5,0.576,0.514,0.385,0.1,4.9,19.5,12.3,21.5,1.1,1.6,14.9,18.9,114,104,5.5,3.6,9.1,0.15,0,0
"59","Brandon Bass","29","PF",20,"NOK",29,1,268,28,70,0.4,0,0,NA,28,70,0.4,12,19,0.632,18,50,68,3,3,7,11,18,68,9.1,0.434,0.4,0.271,0,7.8,22.8,15.1,1.8,0.6,2.2,12.3,15.6,90,106,-0.2,0.3,0.1,0.013,0,0
"60","Brendan Haywood","176","C",26,"WAS",79,70,1879,222,432,0.514,0,0,NA,222,432,0.514,131,224,0.585,200,267,467,46,30,104,97,232,575,13.8,0.542,0.514,0.519,0,12,17,14.5,3.9,0.8,4.3,15.5,14.9,109,106,2,1.9,3.9,0.099,0,0
"61","Brent Barry","26","SG",34,"SAS",74,5,1259,156,345,0.452,80,202,0.396,76,143,0.531,39,59,0.661,29,130,159,123,39,27,52,99,431,14.8,0.581,0.568,0.171,0.586,2.8,11.9,7.5,15.5,1.7,1.5,12.3,16,115,100,2.1,2.2,4.3,0.162,0,0
"62","Brevin Knight","235","PG",30,"CHA",69,67,2351,308,772,0.399,3,13,0.231,305,759,0.402,252,314,0.803,35,188,223,610,157,4,164,202,871,17.3,0.478,0.401,0.407,0.017,1.6,9.9,5.5,42.3,3.4,0.1,15.3,20.3,105,106,2.5,2.5,4.9,0.101,0,0
"63","Brian Cardinal","72","PF",28,"MEM",36,0,402,46,111,0.414,13,29,0.448,33,82,0.402,19,27,0.704,11,44,55,33,23,0,27,65,124,10,0.505,0.473,0.243,0.261,3.4,13.1,8.3,14.2,3.2,0,18,18.1,96,100,-0.1,0.7,0.6,0.074,0,0
"64","Brian Cook","87","PF",25,"LAL",81,46,1535,261,511,0.511,36,84,0.429,225,427,0.527,84,101,0.832,88,186,274,74,37,32,61,205,642,15.6,0.578,0.546,0.198,0.164,6.8,14.2,10.5,8.3,1.3,1.6,9.9,18.3,116,106,3,1.5,4.5,0.142,0,0
"65","Brian Grant","155","C",33,"PHO",21,2,248,27,65,0.415,0,0,NA,27,65,0.415,7,8,0.875,11,46,57,7,5,3,7,45,61,6.6,0.445,0.415,0.123,0,5,20.1,12.8,3.8,1,0.8,9.3,13.6,94,105,-0.1,0.3,0.2,0.041,0,0
"66","Brian Scalabrine","364","PF",27,"BOS",71,1,938,74,193,0.383,31,87,0.356,43,106,0.406,26,36,0.722,27,87,114,51,21,19,50,127,205,5.9,0.491,0.464,0.187,0.451,3.6,11,7.4,8.2,1.2,1.5,19.3,12.7,92,109,-0.4,0.7,0.3,0.015,0,0
"67","Brian Skinner","371","PF-C",29,"TOT",65,5,944,82,160,0.513,0,0,NA,82,160,0.513,27,56,0.482,76,152,228,30,25,43,45,119,191,10.5,0.517,0.513,0.35,0,9.5,19.2,14.3,5,1.4,3.4,19.6,11.4,100,106,0.1,1,1.1,0.057,0,0
"68","Bruce Bowen","49","SF",34,"SAS",82,82,2755,232,536,0.433,104,245,0.424,128,291,0.44,51,84,0.607,35,285,320,126,79,30,67,191,619,9.1,0.54,0.53,0.157,0.457,1.5,11.9,6.9,6.8,1.6,0.8,10.5,11.1,107,101,1.7,4.5,6.2,0.108,0,0
"69","Bryon Russell","360","SF",35,"DEN",1,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1,1,1,0,0,0,0,0,16.4,NA,NA,NA,NA,0,38.5,19.5,43.2,0,0,NA,0,211,103,0,0,0,0.194,0,0
"70","C.J. Miles","274","PG",18,"UTA",23,0,203,28,76,0.368,5,20,0.25,23,56,0.411,18,24,0.75,18,20,38,16,7,2,9,20,79,13.8,0.456,0.401,0.316,0.263,10.7,12,11.3,14.3,1.9,0.8,9.4,21.8,103,108,0.1,0.2,0.3,0.076,0,0
"71","Calbert Cheaney","79","SF",34,"GSW",42,0,448,42,108,0.389,0,8,0,42,100,0.42,8,8,1,20,41,61,19,13,2,17,38,92,6,0.412,0.389,0.074,0.074,4.9,10.5,7.6,6.6,1.5,0.3,13.2,12.8,88,108,-0.3,0.3,0,0,0,0
"72","Calvin Booth","46","C",29,"WAS",33,2,250,20,47,0.426,1,2,0.5,19,45,0.422,5,9,0.556,19,33,52,12,9,9,8,44,46,8.9,0.451,0.436,0.191,0.043,8.6,15.8,12.1,7.2,1.9,2.8,13.6,10.5,103,105,0.1,0.3,0.4,0.07,0,0
"73","Carlos Arroyo","17","PG-SG",26,"TOT",77,0,1194,168,378,0.444,7,20,0.35,161,358,0.45,106,137,0.774,33,97,130,232,38,4,83,119,449,15.6,0.512,0.454,0.362,0.053,3.3,9.8,6.6,31.6,1.7,0.2,15.9,20.7,108,107,1.6,1.1,2.7,0.107,0,0
"74","Carlos Boozer","47","PF",24,"UTA",33,19,1025,219,399,0.549,0,0,NA,219,399,0.549,99,137,0.723,73,212,285,88,30,8,69,105,537,21.4,0.585,0.549,0.343,0,8.6,25.3,16.9,18,1.6,0.6,13.1,23.9,113,105,2.2,1.3,3.5,0.162,0,0
"75","Carlos Delfino","100","SG",23,"DET",68,1,726,91,226,0.403,20,60,0.333,71,166,0.428,45,67,0.672,28,85,113,44,21,15,36,86,247,10.6,0.483,0.447,0.296,0.265,4.5,14.1,9.3,9.7,1.6,1.5,12.4,19.1,98,103,0,1,1,0.067,0,0
"76","Carmelo Anthony","12","SF",21,"DEN",80,80,2941,756,1572,0.481,37,152,0.243,719,1420,0.506,573,709,0.808,122,272,394,216,88,42,218,229,2122,22,0.563,0.493,0.451,0.097,4.9,10.7,7.8,14.3,1.5,1.1,10.4,32,110,108,6.8,2.6,9.4,0.153,0,0
"77","Caron Butler","64","SF",25,"WAS",75,54,2708,494,1086,0.455,41,120,0.342,453,966,0.469,289,332,0.87,114,352,466,186,127,18,175,238,1318,17,0.535,0.474,0.306,0.11,4.8,15.6,10,12.1,2.4,0.5,12.4,23.2,107,106,3.5,2.8,6.3,0.112,0,0
"78","Channing Frye","136","C",22,"NYK",65,14,1572,305,640,0.477,3,9,0.333,302,631,0.479,189,229,0.825,138,236,374,53,30,47,97,200,802,18.1,0.541,0.479,0.358,0.014,10.6,18.5,14.5,6.6,1,2.5,11.6,24.2,110,110,2.6,0.9,3.5,0.108,0,0
"79","Charles Smith","372","SG",30,"TOT",22,4,210,30,72,0.417,15,38,0.395,15,34,0.441,5,8,0.625,3,13,16,9,5,6,4,28,80,12,0.53,0.521,0.111,0.528,1.7,7.6,4.6,7.6,1.3,2.2,5,17.9,109,114,0.2,0,0.3,0.06,0,0
"80","Charlie Bell","34","SG",26,"MIL",59,6,1283,180,410,0.439,71,168,0.423,109,242,0.45,63,89,0.708,21,99,120,130,59,5,41,126,494,14.7,0.55,0.526,0.217,0.41,1.9,9.3,5.6,16.6,2.4,0.3,8.4,17.5,114,108,2.2,1.1,3.3,0.123,0,0
"81","Charlie Villanueva","416","PF",21,"TOR",81,36,2361,435,940,0.463,70,214,0.327,365,726,0.503,113,160,0.706,181,340,521,88,60,63,99,247,1053,16.4,0.521,0.5,0.17,0.228,9,18.4,13.5,6.5,1.3,2.1,8.9,21.7,107,111,2.9,1,3.9,0.079,0,0
"82","Chauncey Billups","39","PG",29,"DET",81,81,2925,423,1012,0.418,184,425,0.433,239,587,0.407,465,520,0.894,41,211,252,699,71,8,170,160,1495,23.4,0.602,0.509,0.514,0.42,1.6,8.7,5.1,39.3,1.3,0.2,12,22.9,127,107,12.7,2.8,15.5,0.254,16,688
"83","Chris Andersen","7","C",27,"NOK",32,2,570,56,98,0.571,0,0,NA,56,98,0.571,49,103,0.476,61,94,155,6,8,41,26,84,161,14.1,0.562,0.571,1.051,0,12.4,20.2,16.2,1.7,0.8,5.9,15.4,13.9,109,104,0.6,0.7,1.3,0.112,0,0
"84","Chris Bosh","48","C",21,"TOR",70,70,2751,549,1087,0.505,0,13,0,549,1074,0.511,474,581,0.816,204,443,647,181,50,79,157,209,1572,23.2,0.585,0.505,0.534,0.012,8.7,20.6,14.4,11.8,1,2.3,10.5,25.2,118,111,8.7,1.1,9.8,0.17,0,0
"85","Chris Duhon","111","PG",23,"CHI",74,38,2155,215,538,0.4,100,278,0.36,115,260,0.442,117,143,0.818,28,192,220,373,70,3,117,152,647,12.9,0.538,0.493,0.266,0.517,1.5,10.2,5.9,26.4,1.7,0.1,16.3,15,111,105,2.7,2.5,5.2,0.116,0,0
"86","Chris Kaman","228","C",23,"LAC",78,78,2560,369,706,0.523,0,2,0,369,704,0.524,194,252,0.77,187,563,750,79,45,108,176,269,932,15,0.57,0.523,0.357,0.003,8.9,24.5,17,5,0.9,3.2,17.7,17.9,104,101,1.8,4.3,6.1,0.114,0,0
"87","Chris Mihm","272","C",26,"LAL",59,56,1541,230,459,0.501,0,0,NA,230,459,0.501,144,201,0.716,137,236,373,61,16,73,83,214,604,15.3,0.552,0.501,0.438,0,10.5,18,14.2,6.6,0.5,3.6,13.2,18.7,111,105,2.2,1.7,4,0.124,0,0
